,question_1,label
3659,What is better?? Lumnia SS or Ford Mustang??,6
3660,i know that thankx but are ic title when wwf was world champion too?,6
3661,Is it safe to cum inside of a girl when she is on her period?,3
3662,commenting software for web site?,5
3663,"Husband went to movie leaving me w child, 10PM,didn't care if I cared or not - is this normal behavior?",9
3664,How do I know when God speaks to me?,1
3665,"I appear to have lost my access to e-Bay.  I have my computer set at ""allow cookies,"" but  e-Bay  says I don't",5
3666,Does the right to confrontation include the right to cross-examine witnesses?,10
3667,Who were the running backs for the Ohio State Buckeyes in the Fall of 1998 season?,6
3668,What are your plans for New Years Eve?,1
3669,Is there any REAL(istic) way to influence a current politic's point of view that you trully disagree with?,10
3670,whats chris brown birthday?,8
3671,thunder from down under?,8
3672,"What's the difference between ""Yahoo! Answers"" and ""Yahoo! Knowledge+"" of Yahoo! Taiwan?",5
3673,Do you know of any good HL7 websites?,5
3674,see screen. see screen work. please screen work.?,5
3675,what is the difference between surgery & opeartion?,4
3676,Veteran's Benefits ~ Do you think they need to be revised?,10
3677,how can i remove whats on the search field bar ?,5
3678,how can I find a doc number for an inmate in wa state?,10
3679,Anyway to change the color scheme in Y! Answers?,5
3680,How can we stop global- warming?,10
3681,what kind on condom is best to use.?,9
3682,will the cowboys make the playoffs?,6
3683,Components that change in size or shape when metamorphic rocks are formed?,2
3684,What are technical differeces between Conclusion and Findings in Bussines Communication?,4
3685,Is there a legal way to buy the complete inning to inning MLB World series games?,6
3686,What makes men cry?,9
3687,is there some kind of a test to see if depression is a chemical imbalance??  Can they tell by blood tests?,3
3688,where in contra costa or alameda counta costa county can i take my dell laptop to be serviced?,5
3689,Where i can get the MS SQL Server Software as downloadable free version?,4
3690,Can anybody form there own country and how would you form a country?,10
3691,"What is Botox Cosmetic used for, and what the heck is it?",3
3692,"What is the best free anti-virus program, and what makes it better than others?",5
3693,does chiropractic work for headaches?,3
3694,Who was Richard Nixon's running mate in 1960?,10
3695,Is yahoo up to new adventures?,5
3696,What is the mass of visible universe and what is the estimate of invisible mass?,2
3697,WHY DOES LINCOLN ON THE PENNY FACE THE OPPOSITE DIRECTION OF THE OTHER COINED PRESIDENTS?,10
3698,what are the latest news of jennifer aniston?,8
3699,"I have a Dell inspiron 8000.""network controller""is missing, I can't see to find the correct driver,help",5
3700,getting hits from a search engine?,5
3701,is there any guys out there that arnt jerks? they like a gril 4 who they are ?,9
3702,Who is Yahshua? Who is Yahweh? Who is Elohim?,1
3703,open source (free) shopping cart in a can?,5
3704,who is the queen of canada?,10
3705,?? can i directly transfer my contacts frm one Y- id to another Y- id and to Hotmail?,5
3706,Which 3 digit number you like the most?,2
3707,What does PhD. mean?,4
3708,"In the Rh blood group categorization, what does Rh stand for?",2
3709,How should I learn C#.net?  My background is C/C++?,5
3710,what half of a mizpah coin pendant does each person wear?,9
3711,Why do sharks only swim in salt water?,4
3712,"what is the function of ""actuary""?",4
3713,what is the average speed of a swallow carrying a coconut?,2
3714,How to copy a n image from a PDF file?,5
3715,Where are the nuclear weapons in Iraq?,10
3716,HOW CAN I MAKE ROOM ON MY HARD DRIVE?,5
3717,Will the Jets beat the Dolphins this weekend?,6
3718,Got a favorite porn star?,9
3719,where can i download Q-basic software  ?,5
3720,Do judges and lawyers do jury duty?,10
3721,Why do I have no sound (not even system) on my HP Pavillion dv4030 Laptop?,5
3722,who is an latino who served in the american congress?,4
3723,Is Snowburn possible? What is Snowburn.?,2
3724,why cant i sign on to msn messenger to instant msg friends?,5
3725,i wonder if there might be any correlation between lunar eclipses and earthquakes?,2
3726,what kind of propertie is odor?,2
3727,im 15 years old.i decided want to 'workout' if you know what i mean.so how can i start?some info or some web?,3
3728,Who was America's greatest President?,10
3729,How does the state get the authority to KILL anyone?,10
3730,How do you get a guy to notice you without embarassing yourself?,9
3731,are there any web-based FTP programes out there?,5
3732,Who will win the backetball game tonight between the Sac. Kings and the Houston Rockets?,6
3733,how can i increase my learning ability?,4
3734,yahoo massenger is not opening at all in my machine.?,5
3735,what is the poplation of the f the philippines?,4
3736,How old would George Washington be TODAY if he was alive?,4
3737,what is marshall law?,10
3738,Does anyone know how to waht files need to be on the knoppix .iso disc? I can't get the disk to read on boot.,5
3739,"The more you have of it, the less you see. What is it?",8
3740,"Why does 98% of ""Christmas-making"" fall on women?",1
3741,A building casts a 52ft. shadow at the same time Ben casts a 4ft. shadow. Ben&her shadow form a triangle that?,2
3742,Is hubble's constant really a constant?,2
3743,how to become a millionare?,5
3744,Why did the Catholic church try to hide and destroy so many books of the Bible?,1
3745,Have atoms or molecules ever been actually seen or photographed?,2
3746,HOW DID JAYNECK GET 1241 POINTS?!?,4
3747,what is mass?,3
3748,How close will the Pistons come the the 96 Bulls 72-10 record.?,6
3749,State and prove automata theorem?,2
3750,"on craigslist, when they say ""420"" what does it mean?",9
3751,When do pregnant women begin to lactate?,3
3752,What are the behavioral precedents or theories of the precursors of “liberal” versus “conservative”?,1
3753,WHAT IS THE ELECTRICAL CAD SYMBOL FOR LED.?,2
3754,should i take back my cheating boyfriend? he claims to love me and i still have feelings for him?,9
3755,Allocating an array in GCC...?,5
3756,Where can I find a nice walkthrough/tutorial for designing in 3D with AutoCad 2006?,5
3757,What are the types of alveolar cells and what do they do?,2
3758,Hi - I just asked about deleting history-I can't find a tool bar that has a history button..help?,5
3759,How can I get Internet Explorer to work after I have installed Netscape 8?,5
3760,Is it true that one cannot bring the holy water of Ganges in Mecca and why?,1
3761,what is the greatest rock band in the world?,8
3762,why is carbon so importation?,2
3763,what is up  with honest men?,9
3764,a list of what can cause space pollution?,2
3765,Who takes over the Israeli government if Ariel Sharon has to retire after his stroke?,10
3766,what is a secondery key in DBMS?,4
3767,why do ants stop when they face each other suddenly while wandering?,2
3768,what is the fastest car?,6
3769,"what is everyones opinion on ""shrooms?""?",1
3770,Who will rule the next decade? Firefox or I.Explorer?,5
3771,who first theorized that the human body was made up cells?,2
3772,"Everything on my desktop is underlined! How do I turn ""underline"" off?",5
3773,What is the way out for subordinates to punish a corrupt and inefficient officer?,10
3774,"What can you find in a desert that blinds people, but help the blind to see?",8
3775,"What is the connection between ""White Out, Liquid Paper"" and rock-n-roll ?",4
3776,"What office supply item did Kevin put in Marv's nose in ""Home Alone 2""?",8
3777,how do you go back to the regular profile fropm the 360 profile?,5
3778,What causes hip joint pain?,3
3779,what was taking place socially or politically at the time Sir Hans Krebs was alive?,2
3780,Yahoo thinks I'm too young.  How do I fix it?,5
3781,"If u could be doing anything other than what you are doing right now, what would you be doing?",8
3782,why cant we get along?,6
3783,I HAVE A FTD MERCURY ADVANTAGE COMPUTER BILLING SYSTEM THAT HAS CRASHED CAN ANYONE HELP?,5
3784,What is the name of the book about the OConnell administration in Albany New York?,10
3785,Does the bailiff observe jury deliberations amd make sure juors only consider legally relevant evidence.?,10
3786,"does anybody know any programs i can install to build my website, something like frontpage?",5
3787,"What is ""Critical Mass""?",2
3788,Equation of line in 3D space?,4
3789,He wants to be with me but isn't in love with me?,9
3790,how do i change my secrete question? That is asked before changing password?,5
3791,"What famous singer and TV variety hour star was born in Steubnville , Oh?",8
3792,How many stars in the universe?,2
3793,"Can anyone use the words ""defeat, deduct, detail, defense"" in a sentence?",4
3794,Where do I buy the best books online?,5
3795,"In your opinion, what ROCK STAR died too early?",8
3796,how do u get a 11 year old boy to stop liking u after u have boken with him 2 months ago!?,9
3797,"Is it true that if we're not careful, America will soon become a communist country?",1
3798,"What dynasty, founded in Northern Africa, was named for Mohammed's daughter?",4
3799,who likes prez bush?,10
3800,Tubby Smith lost Randolph Morris' fax?,6
3801,School Year in New Orleans?,4
